2021,"Research of the influence of marine residual fuel composition on sedimentation due to incompatibility","Sultanbekov R., Islamov S., Mardashov D., Beloglazov I., Hemmingsen T.",20771312,"Journal of Marine Science and Engineering",9, 10,0,0,0,0,0,5,23,3,31,0,31
2021,"Fractal-percolation structure architectonics in sol-gel synthesis","Kononova I., Kononov P., Moshnikov V., Ignat'ev S.",16616596,"International Journal of Molecular Sciences",22, 19,0,0,0,0,0,0,1,0,1,0,1
2021,"Analysis on effect of fullerene soot on the chemical and physical properties of cement mixtures","Tsigelnyuk E.Y., Kovalchuk V.S., Gerasimov V.I., Efimova E.A.",1728144X,"International Journal of Engineering, Transactions B: Applications",34, 10,0,0,0,0,0,0,0,0,0,0,0
2021,"Estimation of the influence of compressed hydrogen on the mechanical properties of pipeline steels","Bolobov V.I., Latipov I.U., Popov G.G., Buslaev G.V., Martynenko Y.V.",19961073,"Energies",14, 19,0,0,0,0,0,0,8,3,11,0,11
2021,"Efficiency increase of energy systems in oil and gas industry by evaluation of electric drive lifecycle","Korolev N., Kozyaruk A., Morenov V.",19961073,"Energies",14, 19,0,0,0,0,0,0,8,0,8,0,8
2021,"The status and trends in radioactive contamination of groundwater at a LLW-ILW storage facility site near Sosnovy Bor (Leningrad region, Russia)","Rumynin V.G., Vladimirov K.V., Nikulenkov A.M., Rozov K.B., Erzova V.A.",0265931X,"Journal of Environmental Radioactivity",237, ,0,0,0,0,0,0,4,0,4,0,4
2021,"Correction to: A comparative study of empirical and ensemble machine learning algorithms in predicting air over-pressure in open-pit coal mine (Acta Geophysica, (2020), 68, 2, (325-336), 10.1007/s11600-019-00396-x)","Nguyen H., Bui X.-N., Tran Q.-H., Van Hoa P., Nguyen D.-A., Hoa L.T.T., Le Q.-T., Do N.-H., Bao T.D., Bui H.-B., Moayedi H.",18956572,"Acta Geophysica",69, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"On the applicability of electromagnetic monitoring of hydraulic fracturing","Grigorev G.S., Salishchev M.V., Senchina N.P.",24113336,"Journal of Mining Institute",250, 4,0,0,0,0,0,0,4,1,5,0,5
2021,"Integrated development of iron ore deposits based on competitive underground geotechnologies","Trushko V.L., Trushko O.V.",24113336,"Journal of Mining Institute",250, 4,0,0,0,0,0,0,2,1,3,0,3
2021,"Justification of a comprehensive technology for preventing the formation of asphalt-resin-paraffin deposits during the production of highly paraffinic oil by electric submersible pumps from multiformation deposits","Rogachev M.K., Aleksandrov A.N.",24113336,"Journal of Mining Institute",250, 4,0,0,0,0,0,1,8,2,11,0,11
2021,"Quantitative Determination of Trace Heavy Metals and Selected Rock-Forming Elements in Porous Carbon Materials by the X-ray Fluorescence Method","Povarov V.G., Kopylova T.N., Sinyakova M.A., Rudko V.A.",24701343,"ACS Omega",6, 38,0,0,0,0,0,1,2,2,5,0,5
2021,"Crystal chemistry of schreibersite, (Fe,Ni)3P","Britvin S.N., Krzhizhanovskaya M.G., Zolotarev A.A., Gorelova L.A., Obolonskaya E.V., Vlasenko N.S., Shilovskikh V.V., Murashko M.N.",0003004X,"American Mineralogist",106, 9,0,0,0,0,0,0,0,0,0,0,0
2021,"Critical analysis of methodological approaches to assessing sustainability of arctic oil and gas projects","Cherepovitsyn A.E., Tsvetkov P.S., Evseeva O.O.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,1,6,2,9,0,9
2021,"Improving the efficiency of autonomous electrical complexes of oil and gas enterprises","Abramovich B.N., Bogdanov I.A.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,15,0,15,0,15
2021,"Improving the efficiency of the technology and organization of the longwall face move during the intensive flat-lying coal seams mining at the kuzbass mines","Meshkov A.A., Kazanin O.I., Sidorenko A.A.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,12,0,12,0,12
2021,"Rational design justification of the tunnel boring shield executive body for the conditions of the mines of saint petersburg metrostroy","Yungmeister D.A., Yacheykin A.I.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,0,0,0,0,0
2021,"Transformation of grains of technological raw materials in the process of obtaining fine powders","Gembitskaya I.M., Gvozdetskaya M.V.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,1,1,2,0,2
2021,"Influence of heat treatment on the microstructure of steel coils of a heating tube furnace","Bazhin V.Y., Issa B.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,7,0,7,0,7
2021,"Analysis of the screw press mouthpiece parameters for 3d extrusion of peat pieces of tubular type","Mikhailov A.V., Fedorov A.S.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,2,0,2,0,2
2021,"The influence of solar energy on the development of the mining industry in the republic of Cuba","Shklyarskiy Y.E., Guerra D.D., Iakovleva E.V., Rassolkin A.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,1,4,0,5,0,5
2021,"Cadastral valuation of forest lands, taking into account the degree of development of their infrastructure","Kovyazin V.F., Kitsenko A.A., Shobairi S.O.R.",24113336,"Journal of Mining Institute",249, 5,0,0,0,0,0,0,1,2,3,0,3
2021,"Solvent sublation as a method of lanthanides recovery from weak solutions","Lobacheva O., Dzhevaga N.",17551307,"IOP Conference Series: Earth and Environmental Science",848, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Ensuring environmental safety of massive explosions in the combined development of coal deposits in Kuzbass","Mysin A.V., Kovalevskiy V.N., Kirkin A.P.",17551307,"IOP Conference Series: Earth and Environmental Science",848, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Influence of Plasma and Electron Beam Noise on System Instability at Knudsen Numbers of the Order of 1","Sukhomlinov V., Zaitsev A., Timofeev N., Mustafaev A.",07309244,"IEEE International Conference on Plasma Science",2021-, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Methods of assessing and mapping the natural and agricultural potential of landscapes","Osipov A.G., Dmitriev V.V., Kovyazin V.F.",00167126,"Geodezia i Kartografia",975, 9,0,0,0,0,0,0,0,0,0,0,0
2021,"Studies of Zinc and Zinc Oxide Nanofilms of Different Thickness Prepared by Magnetron Sputtering and Thermal Oxidation","Tomaev V.V., Polischuk V.A., Vartanyan T.A., Mjakin S.V., Leonov N.B., Semenova A.A.",0030400X,"Optics and Spectroscopy",129, 9,0,0,0,0,0,0,0,0,0,0,0
2021,"Investigation of non-linear rheological characteristics of barite-free drilling fluids","Leusheva E., Brovkina N., Morenov V.",23115521,"Fluids",6, 9,0,0,0,0,0,1,1,0,2,0,2
2021,"Antecedents and consequences of digital entrepreneurial ecosystems in the interaction process with smart city development","Gorelova I., Dmitrieva D., Dedova M., Savastano M.",20763387,"Administrative Sciences",11, 3,0,0,0,0,0,1,6,0,7,0,7
2021,"The architectonics features of heterostructures for ir range detectors based on polycrystalline layers of lead chalcogenides","Spivak Y.M., Kononova I.E., Kononov P.V., Moshnikov V.A., Ignat'ev S.A.",20734352,"Crystals",11, 9,0,0,0,0,0,0,2,0,2,0,2
2021,"Influence of sulphate attack on properties of modified cement composites","Yakovlev G., Polyanskikh I., Gordina A., Pudov I., Cerny V., Gumenyuk A., Smirnova O.",20763417,"Applied Sciences (Switzerland)",11, 18,0,0,0,0,0,0,6,4,10,0,10
2021,"Fossil energy in the framework of sustainable development: Analysis of prospects and development of forecast scenarios","Zhukovskiy Y.L., Batueva D.E., Buldysko A.D., Gil B., Starshaia V.V.",19961073,"Energies",14, 17,0,0,0,0,0,3,20,3,26,0,26
2021,"Contractual systems in the oil and gas sector: Current status and development","Dirani F., Ponomarenko T.",19961073,"Energies",14, 17,0,0,0,0,0,0,4,0,4,0,4
2021,"Methods and priorities for human resource planning in oil and gas projects in Russia and OPEC","Fadeev A., Komendantova N., Cherepovitsyn A., Tsvetkova A., Paramonov I.",17530229,"OPEC Energy Review",45, 3,0,0,0,0,0,0,2,1,3,0,3
2021,"Production of Isotropic Coke from Shale Tar at Various Parameters of the Delayed Coking Process","Nazarenko M.Y., Saltykova S.N., Rudko V.A., Pihl O.",24701343,"ACS Omega",6, 34,0,0,0,0,0,1,3,0,4,0,4
2021,"Bitumen-polymer compositions for asphalt concrete","Fedorova L.V., Tretyakova Z.O., Voronina M.V.",17426588,"Journal of Physics: Conference Series",1990, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Development properties of aluminum matrix composites reinforced by particles of boron carbide","Alattar A.L., Bazhin V.Y.",17426588,"Journal of Physics: Conference Series",1990, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Allometric models of Picea spp. biomass for airborne laser sensing as related to climate variables","Usoltsev V., Kovyazin V., Tsepordey I., Zalesov S., Chasovskikh V.",17551307,"IOP Conference Series: Earth and Environmental Science",806, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Oxidation of Sulphur Dioxide using Micro- and Nanoparticles of various Iron Oxides","Reichelt L., Hippmann S., Brichkin V.N., Bertau M.",00442313,"Zeitschrift fur Anorganische und Allgemeine Chemie",647, 15,0,0,0,0,0,0,0,0,0,0,0
2021,"Technology of Petroleum Needle Coke Production in Processing of Decantoil with the Use of Polystyrene as a Polymeric Mesogen Additive","Gabdulkhakov R.R., Rudko V.A., Povarov V.G., Ugolkov V.L., Pyagay I.N., Smyshlyaeva K.I.",24701343,"ACS Omega",6, 30,0,0,0,0,0,1,4,2,7,0,7
2021,"Optimizing the size of autonomous hybrid microgrids with regard to load shifting","Lavrik A., Zhukovskiy Y., Tcvetkov P.",19961073,"Energies",14, 16,0,0,0,0,0,1,10,1,12,0,12
2021,"The experimental study of innovative methods regarding the removal of sm(Iii)","Lobacheva O.L., Dzhevaga N.V.",20763417,"Applied Sciences (Switzerland)",11, 16,0,0,0,0,0,0,2,0,2,0,2
2021,"Small-scaled production of blue hydrogen with reduced carbon footprint","Zagashvili Y., Kuzmin A., Buslaev G., Morenov V.",19961073,"Energies",14, 16,0,0,0,0,0,1,2,0,3,0,3
2021,"Sustainability of management decisions in a digital logistics network","Barykin S.E., Borisoglebskaya L.N., Provotorov V.V., Kapustina I.V., Sergeev S.M., De La Poza Plaza E., Saychenko L.",20711050,"Sustainability (Switzerland)",13, 16,0,0,0,0,0,2,3,2,7,0,7
2021,"Technology for preventing the wax deposit formation in gas-lift wells at offshore oil and gas fields in vietnam","Rogachev M.K., Nguyen Van T., Aleksandrov A.N.",19961073,"Energies",14, 16,0,0,0,0,0,4,8,0,12,0,12
2021,"Development of hydraulic turbodrills for deep well drilling","Dvoynikov M.V., Sidorkin D.I., Kunshin A.A., Kovalev D.A.",20763417,"Applied Sciences (Switzerland)",11, 16,0,0,0,0,0,2,2,1,5,0,5
2021,"Reduction in technogenic burden on the environment by flotation recovery of rare earth elements from diluted industrial solutions","Dzhevaga N., Lobacheva O.",20763417,"Applied Sciences (Switzerland)",11, 16,0,0,0,0,0,0,0,1,1,0,1
2021,"Sound-absorbing composites with rubber crumb from used tires","Smirnova O.M., de Navascues I.M.P., Mikhailevskii V.R., Kolosov O.I., Skolota N.S.",20763417,"Applied Sciences (Switzerland)",11, 16,0,0,0,0,0,0,33,8,41,0,41
2021,"Formation of the Organizational Structure of Managing a Large Project of Oil Field Development","Zakirova C., Sadykova R., Stroykov G., Zakirov Z.",22178309,"TEM Journal",10, 3,0,0,0,0,0,0,0,0,0,0,0
2021,"Forecast of the Diamond Potential of Taimyr","Proskurnin V.F., Grakhanov S.A., Petrov O.V., Vasiliev E.A., Berzon E.I., Antonov A.V., Sobolev N.V.",1028334X,"Doklady Earth Sciences",499, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"First Finds of Native Iridium in Chromite–Platinum Ledge Ore and Placers of Zonal Clinopyroxenite–Dunite Massifs of the Urals","Stepanov S.Y., Puchkov V.N., Palamarchuk R.S., Varlamov D.A., Shilovskih V.V., Kozlov A.V.",1028334X,"Doklady Earth Sciences",499, 2,0,0,0,0,0,0,0,0,0,0,0
2021,"CONSTRUCTION AND CHARACTERIZATION OF A NANOSTRUCTURED BIOCATALYST CONSISTING OF IMMOBILIZED LIPASE ON Mg-AMINO-CLAY","Zhang M., Sun S., Lv R., Golubev Y.A., Wang K., Dong F., Kotova O.B., Kotova E.L.",00098604,"Clays and Clay Minerals",69, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Influence of tunnel shape on tunnel lining behaviour","Nguyen T.T., Do N.A., Karasev M.A., Kien D.V., Dias D.",13532618,"Proceedings of the Institution of Civil Engineers: Geotechnical Engineering",174, 4,0,0,0,0,0,1,3,3,7,0,7
2021,"Granulometric parameters of solid blueberry fertilizers and their suitability for precision fertilization","Lillerand T., Virro I., Maksarov V.V., Olt J.",20734395,"Agronomy",11, 8,0,0,0,0,0,0,1,0,1,0,1
2021,"Selective disintegration justification based on the mineralogical and technological features of the polymetallic ores","Aleksandrova T., Nikolaeva N., Afanasova A., Romashev A., Kuznetsov V.",2075163X,"Minerals",11, 8,0,0,0,0,0,2,9,0,11,0,11
2021,"Modification of cement matrix with complex additive based on chrysotyl nanofibers and carbon black","Saidova Z., Yakovlev G., Smirnova O., Gordina A., Kuzmina N.",20763417,"Applied Sciences (Switzerland)",11, 15,0,0,0,0,0,1,11,4,16,0,16
2021,"Modeling of High Pressure Short-Arc Xenon Discharge with a Thoriated Cathode","Timofeev N.A., Sukhomlinov V.S., Zissis G., Mukharaeva I.Y., Mikhaylov D.V., Mustafaev A.S., Dupuis P., Solikhov D.Q., Borodina V.S.",00933813,"IEEE Transactions on Plasma Science",49, 8,0,0,0,0,0,0,0,0,0,0,0
2021,"Specifics of MWD data collection and verification during formation of training datasets","Isheyskiy V., Martinyskin E., Smirnov S., Vasilyev A., Knyazev K., Fatyanov T.",2075163X,"Minerals",11, 8,0,0,0,0,0,0,1,0,1,0,1
2021,"First glaciological investigations at Ridge B, central East Antarctica","Ekaykin A.A., Bolshunov A.V., Lipenkov V.Y., Scheinert M., Eberlein L., Brovkov E., Popov S.V., Turkeev A.V.",09541020,"Antarctic Science",33, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Synthesis, structure and spectroscopy of Fe2+:MgAl2O4 transparent ceramics and glass-ceramics","Basyrova L., Bukina V., Balabanov S., Belyaev A., Drobotenko V., Dymshits O., Alekseeva I., Tsenter M., Zapalova S., Khubetsov A., Zhilin A., Volokitina A., Vitkin V., Mateos X., Serres J.M., Camy P., Loiko P.",00222313,"Journal of Luminescence",236, ,0,0,0,0,0,0,3,1,4,0,4
2021,"The institutional environment of extractive industries as a driver of sustainable development in resource-driven economies","Knysh V., Ponomarenko T.",25550403,"E3S Web of Conferences",296, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Development of an inhibitory drilling mud to reduce environmental pollution","Dvoynikov M.V., Rozentsvet A.V., Morov V.P.",17551307,"IOP Conference Series: Earth and Environmental Science",818, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Project implementation efficiency: Developing natural gas resources of the Western Arctic shelf","Zhukov O.V., Cherepovitsyn A.E.",17551307,"IOP Conference Series: Earth and Environmental Science",808, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Complex processing of saponite waste from a diamond-mining enterprise","Zubkova O., Alexeev A., Polyanskiy A., Karapetyan K., Kononchuk O., Reinmoller M.",20763417,"Applied Sciences (Switzerland)",11, 14,0,0,0,0,0,1,9,0,10,0,10
2021,"Evolution of the Meyeri Thrust Zone of the Northern Ladoga Region (Republic of Karelia, Northwest Russia): PT Conditions for the Formation of Mineral Parageneses and Geodynamic Reconstructions","Baltybaev S.K., Vivdich E.S.",00168521,"Geotectonics",55, 4,0,0,0,0,0,0,0,0,0,0,0
2021,"Mathematical Model of Optimum Control for Petroleum Coke Production in a Rotary Tube Kiln","Sharikov Y.V., Sharikov F.Y., Krylov K.A.",00405795,"Theoretical Foundations of Chemical Engineering",55, 4,0,0,0,0,0,1,6,1,8,0,8
2021,"Ecological and hydrogeological state of oil and gas bearing areas of the barents and kara seas shelf","Vlasenko S.S., Sudarikov S.M.",17353033,"Caspian Journal of Environmental Sciences",19, 3,0,0,0,0,0,1,0,0,1,0,1
2021,"Spatial Distributed Control System Of Temperature Field: Synthesis And Modeling","Ilyushin Y., Afanaseva O.",18196608,"ARPN Journal of Engineering and Applied Sciences",16, 14,0,0,0,0,0,0,7,1,8,0,8
2021,"The physicochemical bases of oil and oil products absorption by glassy sorbents","Kogan V.E., Zgonnik P.V., Shakhparonova T.S., Sobianina D.O., Suvorova Z.V.",09741496,"Rasayan Journal of Chemistry",14, 3,0,0,0,0,0,0,2,0,2,0,2
2021,"Current Status of Copper-Ore Processing: A Review","Aleksandrova T.N., Orlova A.V., Taranov V.A.",10678212,"Russian Journal of Non-Ferrous Metals",62, 4,0,0,0,0,0,0,3,0,3,0,3
2021,"Prediction of the critical drawdown for poorly consolidated rocks","Zhigulskiy S.V., Gunkin A.S., Khitrenko A.V.",00282448,"Neftyanoe Khozyaystvo - Oil Industry",2021, 7,0,0,0,0,0,0,0,0,0,0,0
2021,"Estimation of electricity generation by an electro-technical complex with photoelectric panels using statistical methods","Turysheva A., Voytyuk I., Guerra D.",20738994,"Symmetry",13, 7,0,0,0,0,0,5,1,0,6,0,6
2021,"Territorial extrapolation of basic data as a solution of the problem of its deficiency during mass appraisal","Volkova J., Bykowa E., Heldak M., Przybyla K., Pawlak S.",2073445X,"Land",10, 7,0,0,0,0,0,0,0,0,0,0,0
